운동 동작,대분류,난이도,부위,도구,목적,설명,영상
누워서 어깨 외회전 6,관절 움직임 /열린사슬운동 /능동,매우 쉬움,어깨,"매트|  
수건",관절 움직임,누운 자세에서 팔을 어깨높이까지 벌려 수건 위에 올려둡니다. 팔꿈치는 직각으로 둔 상태에서 아래팔을 바깥쪽으로 돌려주세요. 어깨의 외회전 움직임을 위한 동작으로 통증이 없는 범위 안에서 움직임이 가능한 만큼 움직여주세요. 어깨가 바닥에서 뜨거나 머리 쪽으로 올라가지 않도록 하고 턱이 들리지 않게 주의하세요. 일정 횟수 반복 후 천천히 시작 자세로 돌아옵니다.,https://resources.mora.kr/static/exercise/media/860/MG/f1711188a9bd71140432c149cf48f354.mp4
누워서 어깨 회전,관절 움직임 /열린사슬운동 /능동,매우 쉬움,어깨,"매트|  
수건",관절 움직임,운동할 팔 아래에 수건을 두고 누운 자세에서 팔꿈치를 직각으로 굽혀 팔을 안쪽과 바깥쪽으로 돌려주세요. 위팔의 위치가 움직이지 않도록 두고 통증이 없는 범위안에서 가능한 만큼 움직여줍니다. 어깨의 회전 범위 운동입니다. 목과 어깨에 긴장을 푼 상태에서 움직여주세요. 일정 횟수 반복 후 시작 자세로 돌아갑니다.,https://resources.mora.kr/static/exercise/media/848/MG/698a35c96a7496dde27359cfa6d53ec2.mp4
누워서 어깨 회전 2,관절 움직임 /열린사슬운동 /능동,매우 쉬움,어깨,"매트|  
수건",관절 움직임,누운 자세에서 팔을 어깨높이까지 벌려 수건 위에 올려둡니다. 팔꿈치는 직각으로 둔 상태에서 아래팔을 안쪽에서 바깥쪽으로 돌려주세요. 어깨를 전 범위로 회전하는 동작입니다. 움직임이 가능한 만큼 움직여주세요. 어깨가 바닥에서 뜨거나 머리 쪽으로 올라가지 않도록 하고 통증이 생기지 않게 주의하세요. 일정 횟수 반복 후 천천히 시작 자세로 돌아옵니다.,https://resources.mora.kr/static/exercise/media/861/MG/a68a250a0f4d53fbcc3dac661953309e.mp4
누워서 엉덩이 근육 운동,근력 /닫힌사슬운동 /능동,매우 쉬움,고관절&골반,"의자|  
침대",근력,침대 가장자리에 누워 운동할 다리를 침대 옆에 둔 의자 위에 올려주세요. 발로 의자를 눌러 엉덩이근육을 조여줍니다. 골반의 자세가 틀어지지 않게 주의하세요. 일정 시간 자세를 유지한 후 시작자세로 돌아옵니다.,https://resources.mora.kr/static/exercise/media/297/MG/73bfdb3fb4756bbdd5686384cff8baef.mp4
누워서 의자에 다리 올려 발목 펌프 운동,기타 /열린사슬운동 /능동,매우 쉬움,무릎,"매트|  
의자",기타,다리를 의자 위에 올리고 누운 자세에서 두 발을 세워 발등을 최대한 몸 쪽으로 당겼다가 아래로 내려주세요. 발목을 움직이면서 종아리근육을 자극하여 다리의 부종을 줄여주고 혈액순환을 도와줍니다. 허리가 움직이지 않도록 주의하면서 동작을 반복해 주세요. 발목이나 무릎에 통증이 생기지 않아야 합니다. 편한 호흡과 함께 일정 횟수 반복 후 힘을 빼 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/2372/MG/29c5ab3f251cff5f34c37acd35355e98.mp4
누워서 의자에 다리 올려 번갈아 무릎 폄,근력 /열린사슬운동 /능동,매우 쉬움,무릎,"매트|  
의자",근력,의자에 다리를 올리고 누워주세요. 두 발을 번갈아 천장으로 들었다 내려주세요. 무릎 뒤쪽이 늘어나면서 허벅지 앞에 힘이 들어올 거예요. 다리를 움직일 때 허리가 꺾이지 않도록 주의하세요. 무릎이나 허리에 통증이 생기지 않아야 합니다. 일정 횟수 반복 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/2804/MG/266d8803d4e789e7a177505999059368.mp4
누워서 의자에 다리 올려 번갈아 발목 펌프 운동,기타 /열린사슬운동 /능동,매우 쉬움,무릎,"매트|  
의자",기타,다리를 의자 위에 올리고 누운 자세에서 한 발은 세워서 발등을 최대한 몸 쪽으로 당기고 반대 발은 아래로 내려주세요. 발목을 엇갈려 움직이면서 종아리근육을 자극하여 다리의 부종을 줄여주고 혈액순환을 도와줍니다. 허리가 움직이지 않도록 주의하면서 동작을 반복해 주세요. 발목이나 무릎에 통증이 생기지 않아야 합니다. 편한 호흡과 함께 일정 횟수 반복 후 힘을 빼 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/2373/MG/300f4ae9514e4cb53969b550329a2a60.mp4
누워서 의자에 다리 올려 양쪽 무릎 폄,근력 /열린사슬운동 /능동,매우 쉬움,무릎,"매트|  
의자",근력,의자에 다리를 올리고 누워주세요. 두 다리의 무릎을 펴 발을 천장으로 들어주세요. 무릎 뒤쪽이 늘어나면서 허벅지 앞에 힘이 들어올 거예요. 다리를 움직일 때 허리가 꺾이지 않도록 주의하세요. 무릎이나 허리에 통증이 생기지 않아야 합니다. 일정 시간 유지 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/2802/MG/f11dce09f75d281aa4aa687c8ea02ac5.mp4
누워서 의자에 다리 올려 양쪽 무릎 폄 2,근력 /열린사슬운동 /능동,매우 쉬움,무릎,"매트|  
의자",근력,의자에 다리를 올리고 누워주세요. 두 다리의 무릎을 펴 발을 천장으로 들었다 내려주세요. 무릎 뒤쪽이 늘어나면서 허벅지 앞에 힘이 들어올 거예요. 다리를 움직일 때 허리가 꺾이지 않도록 주의하세요. 무릎이나 허리에 통증이 생기지 않아야 합니다. 일정 횟수 반복 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/2803/MG/cdc3c4de1117a62349c811e06f59d5ae.mp4
누워서 의자에 다리 올려 한쪽 무릎 폄,근력 /열린사슬운동 /능동,매우 쉬움,무릎,"매트|  
의자",근력,의자에 다리를 올리고 누워주세요. 운동할 다리의 무릎을 펴 발을 천장으로 들어주세요. 무릎 뒤쪽이 늘어나면서 허벅지 앞에 힘이 들어올 거예요. 다리를 움직일 때 허리가 꺾이지 않도록 주의하세요. 무릎이나 허리에 통증이 생기지 않아야 합니다. 일정 시간 유지 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/2800/MG/7a4e6e1717dbafde6bf10d593b9fe364.mp4
누워서 의자에 다리 올려 한쪽 무릎 폄 2,근력 /열린사슬운동 /능동,매우 쉬움,무릎,"매트|  
의자",근력,의자에 다리를 올리고 누워주세요. 운동할 다리의 무릎을 펴 발을 천장으로 들었다 내려주세요. 무릎 뒤쪽이 늘어나면서 허벅지 앞에 힘이 들어올 거예요. 다리를 움직일 때 허리가 꺾이지 않도록 주의하세요. 무릎이나 허리에 통증이 생기지 않아야 합니다. 일정 횟수 반복 후 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/2801/MG/93e0bc9fe6f37251b24de1ebedc6e25b.mp4
누워서 장요근 스트레칭,관절 움직임 /열린사슬운동 /수동,매우 쉬움,고관절&골반,침대,관절 움직임,바로 누운 자세에서 스트레칭 할 다리를 침대 바깥쪽으로 내려줍니다. 다리에 힘을 빼고 고관절 앞쪽으로 스트레칭 되는 것을 느껴주세요. 반대쪽 다리는 굽혀 허리나 골반이 꺾이지 않도록 합니다. 일정시간 유지 한 후 천천히 시작자세로 돌아옵니다.,https://resources.mora.kr/static/exercise/media/294/MG/6fdf2b20b590ca8b290c4af2b6ee80b3.mp4
누워서 장요근 스트레칭 2,관절 움직임 /열린사슬운동 /수동,매우 쉬움,고관절&골반,침대,관절 움직임,바로 누운 자세에서 다리를 가슴쪽으로 당겨와 잡아주고 스트레칭 할 다리는 침대 바깥쪽으로 내려줍니다. 다리에 힘을 빼고 고관절 앞부분이 스트레칭 되는 것을 느껴주세요. 당겨둔 다리는 허리가 꺾이지 않도록 도와줍니다. 일정시간 유지 한 후 천천히 시작자세로 돌아옵니다.,https://resources.mora.kr/static/exercise/media/296/MG/7746bb4ba89d94ae303815a22ce3bf81.mp4
누워서 종아리 근육 운동,근력 /열린사슬운동 /능동,쉬움,발목&발,"탄력밴드|  
매트",근력,운동할 발에 탄력밴드를 걸고 손으로 잡은 상태에서 발바닥을 밴드를 밀면서 바닥 쪽으로 내려줍니다. 종아리에 힘이 들어오는 것을 느껴주세요. 골반이나 허리가 뜨지 않게 주의하세요. 일정 시간 유지 후 천천히 시작자세로 돌아옵니다.,https://resources.mora.kr/static/exercise/media/342/MG/1ccabe2fe8c0be5dea573e9dbaf94b71.mp4
누워서 종아리 근육 운동 2,근력 /열린사슬운동 /능동,쉬움,발목&발,"탄력밴드|  
매트",근력,운동할 발에 탄력밴드를 걸고 손으로 잡은 상태에서 발바닥을 밴드를 밀면서 바닥 쪽으로 내렸다 천천히 돌아옵니다. 종아리에 힘이 들어오는 것을 느껴주세요. 골반이나 허리가 뜨지 않게 주의하세요. 일정 횟수 반복한 후 천천히 돌아옵니다.,https://resources.mora.kr/static/exercise/media/343/MG/08443b0008f1855c36b48dbd1f82395b.mp4
누워서 종아리 근육 운동 3,근력 /열린사슬운동 /능동,쉬움,발목&발,"탄력밴드|  
매트",근력,탄력밴드를 운동할 발에 걸고 다리를 들어줍니다. 들어 준 다리는 유지하고 발바닥으로 탄력밴드를 밀어줍니다. 무릎은 편 상태를 유지해 주세요. 종아리 근육이 힘쓰는 것을 느끼실 수 있습니다. 골반이나 허리가 뜨지 않게 주의하세요. 일정횟수 반복한 후 천천히 다리를 내려 운동을 마무리합니다.,https://resources.mora.kr/static/exercise/media/345/MG/4b206a5414e04381149d787cbd8c36cd.mp4
누워서 중력을 이용한 팔꿈치 폄,관절 움직임 /열린사슬운동 /수동,매우 쉬움,팔꿈치,침대,관절 움직임,침대에 누운 자세에서 움직임을 만들 팔의 팔꿈치를 침대 밖으로 내고 가능한 만큼 편 다음 힘을 빼주세요. 팔꿈치가 펴질 때 손바닥이 천장을 향할 수 있도록 해주세요. 침대 밖으로 내놓은 아래팔의 무게로 천천히 팔꿈치가 펴지는 것을 느껴주세요. 목이나 어깨에 긴장을 풀어주세요. 위 팔이 침대에서 떨어지지 않아야 합니다. 일정 시간 유지 후 천천히 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/2429/MG/f72eab2d0a651735e3ef92dc62323289.mp4
누워서 짐볼 누르기,근력 /닫힌사슬운동 /능동,매우 쉬움,고관절&골반,"큰공|  
침대",근력,침대 가장자리에 누워 운동할 다리를 침대 옆에 둔 짐볼 위에 올려주세요. 발로 짐볼을 눌러 엉덩이근육을 조여줍니다. 골반의 자세가 틀어지지 않게 주의하세요. 일정 횟수를 반복한 후 시작자세로 돌아옵니다.,https://resources.mora.kr/static/exercise/media/298/MG/b82b957bd61badc9f972a787cc34f8a4.mp4
누워서 짐볼 누르기 2,근력 /열린사슬운동 /능동,매우 쉬움,복부|허리,"매트|  
큰공",근력,"무릎을 굽혀 누운 자세에서 배 위에 짐볼을 올려 허벅지와 양팔 사이에 둡니다. 허벅지에 짐볼을 붙여 두고 양쪽의 아래팔로 짐볼을 눌러주세요. 어깨는 내려주고 배는 등 쪽으로 당겨주세요. 배와 가슴 주변부, 몸통 옆에서 힘이 들어가는 것이 느껴지실 겁니다. 허리나 골반이 꺾이거나 목에 긴장이 들어가지 않도록 주의하세요. 일정 시간 유지 후 천천히 힘을 빼 시작 자세로 돌아옵니다.",https://resources.mora.kr/static/exercise/media/641/MG/23342c8ffe025f3070860a5807924a9e.mp4
누워서 짐볼 누르기 3,근력 /열린사슬운동 /능동,쉬움,복부|허리,"매트|  
큰공",근력,"무릎을 굽혀 누운 자세에서 배 위에 짐볼을 올려 허벅지와 양팔 사이에 둡니다. 어깨는 내리고 배는 등 쪽으로 당겨 코어에 힘을 준 뒤 다리를 직각으로 들어주세요. 자세가 흐트러지지 않게 유지하면서 양팔은 짐볼을 눌러줍니다. 배와 가슴 주변부, 몸통 옆에서 힘이 들어가는 것이 느껴지실 겁니다. 허리나 골반이 꺾이거나 목에 긴장이 들어가지 않도록 주의하세요. 일정 시간 유지 후 천천히 힘을 빼 시작 자세로 돌아옵니다.",https://resources.mora.kr/static/exercise/media/642/MG/0f65ddaf488141e8629e928692058c7a.mp4
누워서 짐볼에 다리 올려 발목 펌프 운동,기타 /열린사슬운동 /능동,매우 쉬움,무릎,"매트|  
큰공",기타,다리를 짐볼 위에 올리고 누운 자세에서 두 발을 세워 발등을 최대한 몸 쪽으로 당겼다가 아래로 내려주세요. 발목을 움직이면서 종아리근육을 자극하여 다리의 부종을 줄여주고 혈액순환을 도와줍니다. 허리가 움직이지 않도록 주의하면서 동작을 반복해 주세요. 발목이나 무릎에 통증이 생기지 않아야 합니다. 편한 호흡과 함께 일정 횟수 반복 후 힘을 빼 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/2374/MG/cae4ffa6bb1be6ffa34a79d9c677f765.mp4
누워서 짐볼에 다리 올려 번갈아 발목 펌프 운동,기타 /열린사슬운동 /능동,매우 쉬움,무릎,"매트|  
큰공",기타,다리를 짐볼 위에 올리고 누운 자세에서 한 발은 세워서 발등을 최대한 몸 쪽으로 당기고 반대 발은 아래로 내려주세요. 발목을 엇갈려 움직이면서 종아리근육을 자극하여 다리의 부종을 줄여주고 혈액순환을 도와줍니다. 허리가 움직이지 않도록 주의하면서 동작을 반복해 주세요. 발목이나 무릎에 통증이 생기지 않아야 합니다. 편한 호흡과 함께 일정 횟수 반복 후 힘을 빼 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/2375/MG/d5201ad00ff3f29efa7f0024dd2a5524.mp4
누워서 짐볼에 한 발 올리고 엉덩이 들기,근력 /열린사슬운동 /능동,쉬움,고관절&골반,"매트|  
큰공",근력,바로 누운 자세에서 운동할 다리는 바닥에 굽혀 주시고 반대 다리를 짐볼에 올려주세요. 굽힌 다리의 발로 바닥을 밀어 엉덩이를 들어주세요. 골반이 한쪽으로 떨어지지 않도록 자세를 바르게 유지해 주세요. 엉덩이와 허벅지 뒷부분에 힘이 들어올 거예요. 코어에 힘을 주어 허리가 꺾이지 않도록 주의하세요. 일정 시간 유지 후 엉덩이를 내려 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/2409/MG/5bc7f7230f2ca313a7dabaf9f3372e3c.mp4
누워서 짐볼에 한 발 올리고 엉덩이 들기 2,근력 /열린사슬운동 /능동,쉬움,고관절&골반,"매트|  
큰공",근력,바로 누운 자세에서 운동할 다리는 바닥에 굽혀 주시고 반대 다리를 짐볼에 올려주세요. 굽힌 다리의 발로 바닥을 밀어 엉덩이를 들었다 내려주세요. 골반이 한쪽으로 떨어지지 않도록 주의하면서 움직여주세요. 엉덩이와 허벅지 뒷부분에 힘이 들어올 거예요. 코어에 힘을 주어 허리가 꺾이지 않도록 주의하세요. 일정 횟수 반복 후 엉덩이를 내려 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/2410/MG/161a0958f9be4129f2f73ffa3bd6c92f.mp4
누워서 쿠션 누르기,근력 /닫힌사슬운동 /능동,매우 쉬움,팔꿈치,"매트|  
쿠션",근력,운동할 팔 쪽 몸 옆에 쿠션을 두고 바로 누워 주세요. 운동할 팔을 쿠션에 올려 주먹을 쥐고 엄지손가락이 천장을 향하게 한 다음 아래로 눌러 팔꿈치를 펴주세요. 어깨가 앞으로 나오거나 위로 올라가지 않도록 해주세요. 위팔 뒤에서 힘이 들어올 것입니다. 일정 시간 유지 후 힘을 빼 시작자세로 돌아오세요.,https://resources.mora.kr/static/exercise/media/1422/MG/f23dcc1a6f873b4bf440cc6c67725f10.mp4
